,Country,Year,Economic growth: the rate of change of real GDP,Gross Domestic Product billions of 2010 U.S. dollars,GDP per capita current U.S. dollars,Household consumption billion USD,Female labor force participation rate,Male labor force participation rate,Foreign aid and official development assistance received,Rule of law index (-2.5 weak; 2.5 strong),Civil liberties index 7 (weak) - 1 (strong) ,Internet users percent of population,Railroad lines total length in km,Railway passengers,New commercial vehicle sales numbers per year,Quality of roads 1(low) - 7(high),Quality of railroad infrastructure 1(low) - 7(high),Quality of port infrastructure 1(low) - 7(high),Quality of air transport infrastructure 1(low) - 7(high),Energy use per capita,Alternative and nuclear energy percent of total energy use,Electricity production from renewable sources million kWh,GDP per unit of energy used,Electricity production capacity million kilowatts,Renewable power generation billion kilowatthours,Fossil fuels electricity capacity million kilowatts,Wind electricity capacity million kilowatts,Solar electricity capacity million kilowatts,Hydroelectricity capacity million kilowatts,Nuclear electricity capacity million kilowatts,Geothermal electricity capacity million kilowatts,Forest area percent of total land area,Percent agricultural land,Agricultural land sq. km.,Arable land percent of total land area,Food production index (2004-2006 = 100),Forest area sq. km,ATMs per 100000 adults,Property rights index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Population size in millions,Percent urban population,Rural population percent of total population,Health spending per capita,Death rate per 1000 people,Homicides per 100000 people,Buddhists as percent of the total population,Muslims as percent of the total population,Christians as percent of the total population,Security threats index 0 (low) - 10 (high),Group grievance index 0 (low) - 10 (high),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Human Development Index (0 - 1),Women in parliament percent,Land area in sq. km,"Deaths - Exposure to forces of nature (Per 100,000 Populations)","Death rates from air pollution (per 100,000)_x",consumption_of_all_ozone_depleting_substances_in_odp_metric_tons,co2_per_capita,consumption_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,longtitude,latitude,HDI Status
149,Laos,2015,7.27,10.4,2134.71,10.25,76.64,79.95,471.09,-0.8,6.0,18.2,,,9000.0,3.62,,2.18,3.8,,59.32,,,6.32,13.91,1.92,0.0,0.0,4.36,0.0,0.0,72.7,10.26,24940.0,7.1,104.1,167680.0,22.97,15.0,60.0,57.0,6.74,33.11,66.89,52.38,6.69,6.9,,,,6.0,6.3,7.7,8.1,0.594,25.0,230800.0,0.0,127.48,,1.306,1.662,,0.429,1.8259999999999998,0.639,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
150,Laos,2016,7.02,11.1,2308.8,10.38,76.6,79.9,399.46,-0.8,6.0,21.87,,,6700.0,3.4,,2.0,3.8,,,,,6.78,17.54,1.92,0.0,0.0,4.81,0.0,0.0,72.5,10.26,24940.0,7.1,103.7,167335.0,23.95,15.0,56.0,58.0,6.85,33.74,66.26,54.51,6.59,,,,,5.7,6.6,7.2,8.1,0.598,27.52,230800.0,0.072672748,123.19,,2.083,2.21,,0.426,2.226,0.789,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
151,Laos,2017,6.89,11.9,2423.85,,76.55,79.85,480.36,-0.88,6.0,25.51,,,4704.0,3.3,,2.3,3.8,,,,,6.99,19.93,1.92,0.0,0.02,5.01,0.0,0.0,72.4,,24440.0,6.9,98.3,166990.0,25.74,35.0,66.0,54.0,6.95,34.37,65.63,61.21,6.51,,,,,5.5,6.6,7.0,7.9,0.602,27.52,230800.0,0.0,119.69,,2.576,2.5669999999999997,,0.429,,,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
152,Laos,2018,6.25,12.6,2542.49,,76.51,79.81,588.67,-0.84,6.0,25.51,,,5165.0,3.2,2.3,2.7,3.9,,,,,7.24,22.17,1.92,0.0,0.02,5.26,0.0,0.0,72.2,,23940.0,6.7,92.7,166645.0,25.74,34.0,65.0,55.0,7.06,35.0,65.0,57.11,6.43,,,,,5.2,6.4,6.7,7.6,0.604,27.52,230800.0,,,,4.569,4.101,,0.442,,,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
153,Laos,2019,4.65,13.2,2534.9,,76.49,79.81,631.51,-0.94,6.0,25.51,,,6336.0,3.7,,3.0,4.0,,,,,,,,0.0,0.02,5.3,0.0,0.0,,,,,,,,39.0,60.0,60.0,7.17,35.65,64.36,,,,,,,5.0,6.7,6.4,7.3,0.604,27.52,,,,,4.577,,,0.46299999999999997,,,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
154,Laos,2020,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,54.0,59.0,,,,,,,,,,4.7,6.9,6.1,7.0,0.613,27.52,,,,,,,,,,,102.4955,19.8563,MEDIUM HUMAN DEVELOPMENT
155,Malaysia,1990,9.01,81.8,2441.74,22.81,45.54,78.89,466.54,,4.0,0.0,,,,,,,,1210.97,11.98,0.0,5.63,5.04,3.95,3.58,,,1.46,0.0,,62.8,20.56,67566.0,2.8,57.4,206185.0,,,,,18.03,49.79,50.21,,4.85,1.7,18.2,55.0,9.4,,,,,0.644,,328550.0,0.0,75.05,4193.7,3.0660000000000003,3.6830000000000003,0.379,2.037,1.661,0.401,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
156,Malaysia,1991,9.55,89.6,2653.53,25.64,45.39,78.76,287.9,,4.0,0.0,,,,,,,,1454.53,11.15,0.0,5.17,6.06,4.36,4.61,,,1.45,0.0,,62.5,20.68,67945.0,2.9,57.6,205257.8,,,,,18.52,50.58,49.42,,4.79,2.1,18.3,56.0,9.4,,,,,0.652,,328550.0,0.0,75.28,4501.8,3.603,3.95,0.718,2.199,1.649,0.379,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
157,Malaysia,1992,8.89,97.6,3113.65,29.74,45.27,78.66,202.44,,4.0,0.0,,,,,,,,1562.96,10.27,0.0,5.22,6.7,4.32,5.16,,,1.55,0.0,,62.2,20.72,68065.0,2.8,60.9,204330.7,,,,,19.0,51.81,48.19,,4.74,1.9,18.4,56.0,9.3,,,,,0.6609999999999999,,328550.0,0.0,74.87,4469.5,3.839,4.269,0.8420000000000001,2.325,1.651,0.387,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
158,Malaysia,1993,9.89,107.2,3433.16,32.3,45.14,78.52,94.01,,5.0,0.03,,,,,,,,1648.27,10.03,0.0,5.43,6.86,4.82,5.28,,,1.58,0.0,,61.9,20.98,68914.0,2.8,64.0,203403.5,,,,,19.48,53.11,46.89,,4.69,1.8,18.5,57.0,9.2,,,,,0.6679999999999999,,328550.0,0.5265149410000001,73.44,4266.8,4.4510000000000005,4.456,1.13,2.5810000000000004,1.6580000000000001,0.38299999999999995,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
159,Malaysia,1994,9.21,117.1,3728.11,35.85,45.02,78.4,65.69,,5.0,0.1,,,,,,,,1599.38,9.93,0.0,6.09,9.0,6.46,7.34,,,1.66,0.0,,61.6,21.28,69909.0,2.8,65.3,202476.4,,,,,19.98,54.4,45.6,,4.66,1.7,18.6,57.0,9.1,,,,,0.6759999999999999,,328550.0,0.0,72.33,5189.4,4.516,4.408,1.121,2.622,1.669,0.376,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
160,Malaysia,1995,9.83,128.6,4329.71,42.51,44.89,78.23,106.75,,5.0,0.15,1798.0,1270.0,,,,,,1687.35,9.03,0.0,6.31,10.6,6.16,8.84,,,1.76,0.0,,61.3,21.2,69660.0,2.7,64.9,201549.3,,70.0,85.0,,20.49,55.69,44.31,,4.63,1.9,18.7,58.0,9.0,,,,,0.6829999999999999,,328550.0,0.096816415,72.88,3944.3,5.561,4.882,2.05,2.728,1.66,0.369,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
161,Malaysia,1996,10.0,141.5,4798.61,46.42,44.77,78.05,-456.6,0.52,5.0,0.85,2227.0,1370.0,,,,,,1820.06,7.47,0.0,6.39,12.5,5.13,10.27,,,2.23,0.0,,61.1,21.19,69611.0,2.7,64.8,200622.1,,70.0,85.0,,21.02,56.97,43.03,,4.61,2.1,18.7,59.0,8.9,,,,,0.695,,328550.0,1.266680868,71.59,3303.7,5.372000000000001,4.836,1.725,2.783,1.6019999999999999,0.35100000000000003,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
162,Malaysia,1997,7.32,151.8,4637.87,45.35,44.7,77.96,-240.34,,5.0,2.31,1614.0,1492.0,,,,,,2064.71,6.71,0.0,5.99,13.54,3.83,11.52,,,2.03,0.0,,60.8,21.18,69587.0,2.7,64.4,199695.0,,70.0,85.0,,21.56,58.24,41.76,,4.59,2.5,18.8,59.0,8.8,,,,,0.706,7.81,328550.0,0.009102192,69.55,3658.4,5.603,5.2410000000000005,1.6440000000000001,3.1519999999999997,1.625,0.38299999999999995,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
163,Malaysia,1998,-7.36,140.7,3263.33,29.99,44.87,78.43,201.74,0.3,5.0,6.75,1614.0,1397.0,,,,,,1913.7,7.17,0.0,5.91,13.61,4.8,11.5,,,2.1,0.0,,60.5,21.14,69447.0,2.7,63.5,198767.8,,70.0,85.0,,22.11,59.5,40.5,,4.57,2.8,18.9,60.0,8.7,,,,,0.7090000000000001,7.81,328550.0,0.0,67.66,2637.7,5.166,3.6210000000000004,1.625,2.7,2.019,0.475,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
164,Malaysia,1999,6.14,149.3,3492.67,32.91,44.8,78.37,145.93,,5.0,12.31,1622.0,1316.0,,,,,,1891.8,7.34,0.0,6.28,12.7,7.45,10.88,,,1.81,0.0,,60.2,21.14,69471.0,2.7,61.0,197840.7,,70.0,85.0,,22.66,60.74,39.26,,4.55,2.6,19.0,60.0,8.6,,,,,0.715,,328550.0,0.0042992970000000005,67.87,2363.6,4.779,4.205,1.675,2.331,1.574,0.368,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
165,Malaysia,2000,8.86,162.5,4043.66,41.04,44.69,78.21,48.65,0.27,5.0,21.38,1636.0,1220.0,,,,,,2107.81,6.74,0.0,6.13,14.12,7.34,11.71,0.0,0.0,2.05,0.0,0.0,59.9,21.12,69387.0,2.6,60.8,196913.5,,70.0,85.0,,23.19,61.98,38.02,111.34,4.53,2.4,19.1,61.0,8.5,,,,,0.7240000000000001,10.36,328550.0,0.07131609400000001,67.97,2435.0,5.455,4.806,2.142,2.434,1.575,0.36200000000000004,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
166,Malaysia,2001,0.52,163.4,3913.43,42.79,44.58,78.12,29.33,,5.0,26.7,1636.0,1181.0,,,,,,2145.96,6.48,1.0,6.05,15.17,6.37,12.7,0.0,0.0,2.12,0.0,0.0,59.7,21.14,69470.0,2.7,62.4,196169.8,,50.0,70.0,,23.71,62.92,37.08,114.61,4.51,2.2,19.2,61.0,8.5,,,,,0.722,10.36,328550.0,0.038990643,66.94,2385.3,5.692,4.907,2.049,2.718,1.5130000000000001,0.348,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
167,Malaysia,2002,5.39,172.2,4165.73,45.39,44.41,77.89,89.34,0.45,5.0,32.34,1636.0,2256.0,,,,,,2172.44,5.72,1.0,6.26,16.03,5.25,13.57,0.0,0.0,2.11,0.0,0.0,59.5,21.42,70375.0,2.9,64.6,195426.1,,50.0,70.0,,24.21,63.86,36.14,121.81,4.5,2.3,19.3,62.0,8.4,,,,,0.7240000000000001,10.36,328550.0,0.08640035300000001,66.31,1966.3,5.632000000000001,5.2589999999999995,2.025,2.5580000000000003,1.5919999999999999,0.386,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
168,Malaysia,2003,5.79,182.1,4461.85,49.12,44.26,77.69,110.32,0.52,4.0,34.97,1667.0,1931.0,,,,,,2281.32,5.41,1.0,6.3,20.48,5.69,18.0,0.0,0.0,2.12,0.0,0.0,59.3,21.66,71162.0,2.9,65.6,194682.4,,50.0,70.0,,24.7,64.78,35.22,142.75,4.5,2.3,19.3,62.0,8.3,,,,,0.731,10.47,328550.0,0.05124937,66.57,1516.6,6.367000000000001,5.3660000000000005,2.505,2.569,1.5930000000000002,0.377,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
169,Malaysia,2004,6.78,194.5,4952.21,54.89,44.12,77.51,299.23,0.52,4.0,42.25,1667.0,1931.0,,,,,,2405.48,5.17,1.0,6.42,24.79,5.77,22.34,0.0,0.0,2.1,0.0,0.0,59.0,21.71,71317.0,2.9,68.3,193938.7,27.12,50.0,70.0,,25.19,65.69,34.31,154.93,4.51,2.0,19.4,62.0,8.2,,,,,0.7340000000000001,9.13,328550.0,0.38353812600000003,64.91,1483.6,6.816,5.626,2.351,2.7239999999999998,1.693,0.42,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
170,Malaysia,2005,5.33,204.9,5587.03,63.42,44.04,77.42,29.22,0.5,4.0,48.63,1667.0,2152.0,140150.0,,,,,2558.5,4.92,1.0,6.43,23.71,5.14,21.24,0.0,0.0,2.09,0.0,0.0,58.8,21.71,71344.0,2.9,70.5,193195.0,27.38,50.0,70.0,72.0,25.69,66.59,33.41,163.93,4.52,2.4,19.5,63.0,8.1,,,,,0.732,9.13,328550.0,0.040020832,62.2,1042.4,7.075,5.856,2.494,2.7119999999999997,1.714,0.431,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
171,Malaysia,2006,5.58,216.3,6209.12,72.13,43.87,77.14,241.36,0.47,4.0,51.64,1667.0,2120.0,116579.0,5.74,,5.84,5.98,2522.33,4.99,1.0,6.96,23.06,6.38,20.5,0.0,0.01,2.12,0.0,0.0,58.6,21.53,70752.0,2.7,71.1,192451.3,28.22,50.0,69.0,72.0,26.2,67.48,32.52,203.21,4.54,2.2,19.6,63.0,8.0,,,,,0.738,9.13,328550.0,0.06192657,60.45,964.3,6.829,5.791,2.654,2.4019999999999997,1.5759999999999998,0.4,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
172,Malaysia,2007,6.3,229.9,7243.46,87.39,43.74,76.89,202.15,0.44,4.0,55.7,1667.0,2193.0,44291.0,5.76,,5.72,6.04,2708.47,4.56,1.0,6.94,23.53,6.43,20.85,0.0,0.01,2.12,0.0,0.0,58.3,21.63,71072.0,2.5,73.3,191707.6,38.71,50.0,68.0,72.0,26.72,68.36,31.64,233.86,4.57,2.4,19.7,64.0,8.0,6.3,5.5,5.4,6.5,0.7509999999999999,10.05,328550.0,0.17762529,59.28,664.2,6.843,5.881,2.449,2.608,1.631,0.433,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
173,Malaysia,2008,4.83,241.0,8474.59,103.19,43.09,76.34,156.35,0.34,4.0,55.8,1665.0,2268.0,50656.0,5.73,,5.71,6.02,2777.66,4.73,0.0,7.09,23.93,7.4,21.23,0.0,0.01,2.12,0.0,0.0,58.1,21.76,71504.0,2.6,74.7,190963.9,41.42,50.0,69.0,72.0,27.24,69.22,30.77,268.39,4.59,2.2,19.8,64.0,7.9,6.3,5.9,5.1,6.5,0.762,10.81,328550.0,0.025557726,59.78,571.2,7.435,6.495,2.667,2.613,1.567,0.47700000000000004,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
174,Malaysia,2009,-1.51,237.4,7292.49,98.79,43.66,76.23,139.92,0.46,4.0,55.9,1665.0,2346.0,50563.0,5.55,4.76,5.52,5.83,2591.76,4.23,1168.0,7.41,26.07,8.07,23.28,0.0,0.01,2.11,0.0,0.0,57.9,21.98,72200.0,2.6,77.1,190220.2,51.85,50.0,71.0,72.0,27.74,70.07,29.92,250.26,4.62,2.0,19.9,65.0,7.8,6.1,6.2,5.2,6.5,0.7659999999999999,9.91,328550.0,0.021615085,60.3,604.5,7.101,6.047999999999999,2.36,2.355,1.734,0.511,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
175,Malaysia,2010,7.42,255.0,9040.57,122.71,43.5,76.19,-6.14,0.48,4.0,56.3,2210.0,2415.0,61562.0,5.66,4.69,5.58,5.85,2601.45,3.82,1006.0,7.88,27.83,7.43,24.98,0.0,0.01,2.12,0.0,0.0,57.7,22.49,73893.0,2.6,82.6,189476.5,53.54,55.0,70.0,71.0,28.21,70.91,29.09,292.0,4.65,1.9,20.0,65.0,7.7,5.9,6.6,5.0,6.8,0.773,9.91,328550.0,0.014225199,58.19,542.8,7.676,6.787999999999999,2.156,2.635,1.6280000000000001,0.433,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
176,Malaysia,2011,5.29,268.5,10399.37,142.92,45.15,76.97,40.81,0.48,4.0,61.0,2250.0,2497.0,65010.0,5.73,4.98,5.73,6.04,2670.65,4.11,1057.0,8.13,29.52,8.63,25.73,0.0,0.01,3.01,0.0,0.0,58.0,22.92,75306.0,2.6,85.1,190509.6,53.6,50.0,70.0,79.0,28.65,71.61,28.39,352.27,4.68,1.9,20.0,66.0,7.6,6.0,6.7,5.1,6.9,0.779,10.41,328550.0,0.098310661,55.57,485.8,7.5889999999999995,6.851,2.261,2.531,1.6,0.33,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
177,Malaysia,2012,5.47,283.2,10817.44,156.12,46.53,77.69,18.32,0.47,4.0,65.8,,2321.0,75564.0,5.45,4.88,5.52,5.92,2678.53,4.41,866.0,8.58,29.97,9.84,25.83,0.0,0.03,3.32,0.0,0.0,58.3,23.83,78292.0,2.6,88.8,191542.8,53.29,50.0,78.0,79.0,29.07,72.28,27.73,382.66,4.72,2.1,20.1,66.0,7.6,6.3,6.4,4.8,7.4,0.782,10.41,328550.0,0.020796177,54.73,737.6,7.4239999999999995,7.303,2.28,2.59,1.5619999999999998,0.366,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
178,Malaysia,2013,4.69,296.5,10970.12,167.49,49.2,78.01,-113.31,0.44,4.0,57.06,,2413.0,79136.0,5.44,4.78,5.42,5.77,2979.65,4.49,1281.0,7.88,32.8,12.97,27.73,0.0,0.1,3.93,0.0,0.0,58.6,24.53,80593.0,2.4,92.7,192575.9,54.68,55.0,80.0,72.0,29.47,72.93,27.07,391.9,4.77,2.1,20.2,67.0,7.5,6.0,6.1,4.5,7.1,0.787,10.36,328550.0,0.017117634,51.36,449.9,7.955,8.009,2.556,2.9410000000000003,1.5830000000000002,0.34,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
179,Malaysia,2014,6.01,314.3,11319.08,177.21,50.13,77.62,19.92,0.59,4.0,63.67,,1986.0,78139.0,5.59,5.04,5.58,5.74,3003.46,4.77,928.0,8.19,31.41,14.34,25.04,0.0,0.17,4.77,0.0,0.0,58.9,24.62,80890.0,2.4,92.5,193609.1,52.39,55.0,86.0,79.0,29.87,73.58,26.42,427.66,4.82,,,,,6.5,6.2,4.6,6.9,0.792,10.36,328550.0,0.06427234700000001,51.38,473.39,8.073,8.047,2.625,2.9989999999999997,1.726,0.37200000000000005,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
180,Malaysia,2015,5.09,330.3,9955.24,162.62,50.47,77.65,-0.6,0.5,4.0,71.06,,1964.0,75402.0,5.69,5.12,5.57,5.74,,5.19,1024.0,,31.04,16.39,23.52,0.0,0.23,5.72,0.0,0.0,59.2,26.08,85700.0,2.5,102.4,194642.2,51.27,55.0,94.0,76.0,30.27,74.21,25.79,379.9,4.88,,,,,6.8,6.2,4.7,7.2,0.797,10.36,328550.0,0.083543824,52.56,,7.706,7.801,2.551,2.543,1.59,0.35100000000000003,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
181,Malaysia,2016,4.45,345.0,9817.74,165.05,50.62,77.24,-51.82,0.5,4.0,78.79,,2344.0,65579.0,5.5,5.1,5.4,5.7,,,,,33.7,21.22,25.73,0.0,0.28,6.13,0.0,0.0,58.8,26.26,85710.0,2.5,105.1,193146.4,48.96,55.0,91.0,72.0,30.68,74.84,25.16,362.11,4.94,,,,,6.5,6.7,4.4,7.7,0.8009999999999999,10.36,328550.0,0.0,49.78,,8.04,7.8420000000000005,2.396,2.8569999999999998,1.588,0.344,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
182,Malaysia,2017,5.81,365.1,10259.18,176.76,50.96,77.1,-29.25,0.41,4.0,80.14,2773.0,2468.0,61956.0,5.3,5.0,5.4,5.7,,,,,34.18,27.62,26.85,0.0,0.37,6.15,0.0,0.0,58.6,,85710.0,2.5,105.8,192644.9,47.55,85.0,91.0,73.0,31.11,75.45,24.55,380.69,5.01,,,,,6.3,6.5,4.2,8.0,0.802,10.36,328550.0,0.029373532999999997,50.44,,8.001,7.745,2.2640000000000002,2.613,,,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
183,Malaysia,2018,4.77,382.5,11377.46,206.03,51.37,77.45,-34.55,0.62,4.0,81.2,2783.0,2317.0,65513.0,5.5,5.2,5.3,5.6,,,,,34.53,27.96,26.99,0.0,0.54,6.17,0.0,0.0,58.5,,85710.0,2.5,107.4,192143.4,46.6,84.0,84.0,76.0,31.53,76.04,23.96,427.22,5.09,,,,,6.0,6.2,3.9,7.7,0.804,13.9,328550.0,,,,7.902,7.787999999999999,2.035,2.6180000000000003,,,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
184,Malaysia,2019,4.3,398.9,11414.21,218.16,51.33,77.41,5.99,0.59,4.0,84.21,,,54108.0,5.3,5.1,5.2,5.5,,,,,,,,0.0,0.88,6.25,0.0,0.0,,,,,,,44.71,84.0,84.0,74.0,31.95,76.61,23.39,,,,,,,5.8,6.0,3.6,7.4,0.804,14.41,,,,,7.827999999999999,,2.069,2.636,,,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
185,Malaysia,2020,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,88.0,75.0,,,,,,,,,,5.7,5.7,3.3,7.1,0.81,14.86,,,,,,,,,,,101.9758,4.2105,HIGH HUMAN DEVELOPMENT
186,Philippines,1990,3.04,98.1,715.91,31.55,47.25,77.12,1143.09,,3.0,0.0,,,,,,,,463.83,50.95,5897.0,5.75,6.34,11.47,3.84,,,2.17,0.0,,26.1,37.36,111400.0,18.4,57.2,77788.1,,,,,61.9,46.99,53.01,,6.3,15.0,,5.0,88.9,,,,,0.59,,298170.0,5.257873901,117.48,3477.2,0.6679999999999999,0.9940000000000001,,0.565,0.743,0.146,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
187,Philippines,1991,-0.58,97.6,715.75,33.35,47.54,77.37,949.72,,3.0,0.0,,,,,,,,451.78,51.96,5758.0,5.91,6.77,10.85,4.26,,,2.17,0.0,,25.9,37.42,111570.0,18.4,61.3,77318.5,,,,,63.45,46.9,53.1,,6.11,13.7,,5.0,88.9,,,,,0.593,,298170.0,0.303524079,112.96,2322.4,0.685,0.972,,0.5720000000000001,0.742,0.134,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
188,Philippines,1992,0.34,97.9,814.77,39.95,47.67,77.72,1636.45,,3.0,0.0,,,,,,,,460.96,48.71,5700.0,5.81,6.92,9.91,4.33,,,2.26,0.0,,25.8,37.28,111150.0,18.2,61.2,76849.0,,,,,65.02,46.81,53.19,,5.94,12.7,,5.0,88.9,,,,,0.596,,298170.0,0.117299744,112.86,3869.6,0.743,1.1640000000000001,,0.633,0.6990000000000001,0.13699999999999998,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
189,Philippines,1993,2.12,100.0,816.41,41.39,47.85,77.69,1390.09,,4.0,0.0,,,,,,,,449.73,45.86,5667.0,6.07,7.29,10.61,4.74,,,2.21,0.0,,25.6,37.11,110650.0,18.1,63.2,76379.5,,,,,66.59,46.73,53.27,,5.78,11.6,,5.0,89.0,,,,,0.599,,298170.0,0.9852501090000001,107.66,3921.1,0.735,1.069,,0.62,0.701,0.141,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
190,Philippines,1994,4.39,104.4,939.92,47.65,47.75,77.61,1008.82,,4.0,0.01,,,,,,,,470.72,44.44,6320.0,6.04,8.48,12.21,5.89,,,2.25,0.0,,25.5,36.94,110150.0,17.9,65.7,75909.9,,,,,68.18,46.65,53.35,,5.65,9.4,,5.0,89.0,,,,,0.603,,298170.0,0.529179511,105.39,4264.0,0.794,1.083,0.0,0.672,0.736,0.141,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
191,Philippines,1995,4.68,109.2,1062.13,54.91,47.78,77.59,857.57,,4.0,0.03,456.0,220.0,,,,,,481.8,38.94,6135.0,6.16,8.87,12.31,6.28,,,2.26,0.0,,25.3,36.94,110150.0,17.7,65.4,75440.4,,50.0,55.0,,69.78,46.56,53.44,,5.56,,,5.0,89.1,,,,,0.607,,298170.0,2.1311681890000003,104.96,3706.9,0.8590000000000001,1.1320000000000001,0.0,0.726,0.7440000000000001,0.14,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
192,Philippines,1996,5.85,115.6,1160.31,60.85,47.65,77.41,860.91,0.07,3.0,0.06,456.0,124.0,,,,,,486.98,36.88,6534.0,6.42,10.08,13.49,7.44,,,2.3,0.0,,25.1,37.24,111050.0,17.6,70.3,74970.8,,70.0,55.0,,71.4,46.47,53.53,,5.49,,,5.0,89.1,,,,,0.615,,298170.0,0.113672864,102.98,3374.3,0.858,1.1,0.0,0.7,0.757,0.147,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
193,Philippines,1997,5.19,121.6,1127.53,59.79,47.63,77.32,630.84,,3.0,0.14,468.0,215.0,,,,,,501.07,33.8,7237.0,6.53,10.18,13.21,7.54,,,2.3,0.0,,25.0,38.02,113350.0,17.4,70.3,74501.3,,70.0,70.0,,73.03,46.39,53.61,,5.45,,,5.0,89.1,,,,,0.619,11.06,298170.0,0.066952567,102.01,2973.8,0.9590000000000001,1.186,0.0,0.78,0.7390000000000001,0.154,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
194,Philippines,1998,-0.58,120.9,966.99,52.33,47.81,77.56,592.72,0.09,3.0,1.1,491.0,247.0,,,,,,504.15,33.43,8914.0,6.38,10.5,13.95,7.86,,,2.3,0.0,,24.8,37.85,112850.0,17.2,65.0,74031.7,,70.0,70.0,,74.67,46.31,53.69,,5.43,7.9,,5.0,89.2,,,,,0.623,12.44,298170.0,0.20297800800000002,100.83,2311.0,0.914,1.045,0.0,0.748,0.657,0.138,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
195,Philippines,1999,3.08,124.6,1087.38,60.38,47.84,77.39,662.55,,3.0,1.43,491.0,215.0,,,,,,506.3,34.07,10594.0,6.5,10.76,18.36,8.12,,,2.3,0.0,,24.7,37.68,112350.0,17.1,71.2,73562.1,,70.0,55.0,,76.33,46.22,53.78,,5.43,7.5,,5.0,89.2,,,,,0.627,12.44,298170.0,0.195969182,100.4,2218.9,0.893,1.102,0.0,0.6679999999999999,0.7390000000000001,0.14300000000000002,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
196,Philippines,2000,4.41,130.1,1072.81,60.01,47.74,77.35,552.8,-0.38,3.0,1.98,,123.0,,,,,,512.75,34.85,11626.0,6.71,13.6,19.35,9.03,0.0,0.0,2.3,0.0,1.93,24.5,37.68,112340.0,16.9,73.4,73092.6,,70.0,55.0,,77.99,46.13,53.87,32.78,5.43,7.4,,5.0,89.3,,,,,0.631,11.26,298170.0,0.457347922,101.6,3064.3,0.9279999999999999,1.17,0.0,0.654,0.7340000000000001,0.14300000000000002,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
197,Philippines,2001,3.05,134.1,990.56,57.54,47.7,77.18,553.18,,3.0,2.52,,107.0,,,,,,480.6,33.53,10442.0,7.38,13.79,17.48,9.01,0.0,0.0,2.52,0.0,1.93,24.4,37.51,111840.0,16.7,76.1,72623.1,,50.0,55.0,,79.67,46.05,53.95,28.21,5.44,7.3,,5.0,89.3,,,,,0.634,17.76,298170.0,0.38991823,103.94,2214.4,0.882,1.109,0.003,0.628,0.728,0.14300000000000002,121.774,12.8797,MEDIUM HUMAN DEVELOPMENT
